episode,timestep,reward
1161,57600,0.9212
1182,57888,0.917
1193,58176,0.8273
1211,58464,0.9007
1222,58752,0.8256
1241,59040,0.9059
1263,59328,0.9145
1283,59616,0.9141
1303,59904,0.9072
1322,60192,0.9076
1343,60480,0.9113
1363,60768,0.9125
1384,61056,0.9113
1406,61344,0.919
1424,61632,0.9
1444,61920,0.9119
1463,62208,0.9043
1483,62496,0.91
1507,62784,0.9247
1527,63072,0.9112
1541,63360,0.8621
1563,63648,0.925
1584,63936,0.9089
1604,64224,0.9078
1629,64512,0.931
1642,64800,0.849
1664,65088,0.9239
1684,65376,0.9031
1704,65664,0.9103
1725,65952,0.9158
1748,66240,0.9207
1770,66528,0.9196
1792,66816,0.9179
1804,67104,0.8375
1821,67392,0.9213
1838,67680,0.8636
1859,67968,0.9161
1882,68256,0.9231
1903,68544,0.9089
1925,68832,0.9188
1946,69120,0.9146
1970,69408,0.924
1993,69696,0.9247
2015,69984,0.9151
2035,70272,0.9131
2056,70560,0.9125
2080,70848,0.924
2100,71136,0.9122
2123,71424,0.9253
2144,71712,0.9095
2167,72000,0.9217
2189,72288,0.919
2209,72576,0.9097
2234,72864,0.9285
2260,73152,0.9298
2288,73440,0.9355
2311,73728,0.9239
2334,74016,0.9198
2357,74304,0.9226
2372,74592,0.9313
2385,74880,0.7918
2408,75168,0.9187
2431,75456,0.9217
2446,75744,0.8725
2461,76032,0.8721
2486,76320,0.9308
2511,76608,0.929
2517,76896,0.7552
2527,77184,0.8244
2547,77472,0.875
2563,77760,0.9199
2585,78048,0.8875
2598,78336,0.9212
2619,78624,0.8723
2644,78912,0.9288
2666,79200,0.9216
2689,79488,0.9179
2709,79776,0.9116
2734,80064,0.927
2757,80352,0.922
2782,80640,0.9287
2810,80928,0.9342
2834,81216,0.9255
2859,81504,0.9283
2882,81792,0.922
2900,82080,0.9128
2916,82368,0.8684
2942,82656,0.93
2968,82944,0.93
2994,83232,0.93
3018,83520,0.9263
3042,83808,0.9242
3066,84096,0.9268
3091,84384,0.926
3120,84672,0.9377
3147,84960,0.9356
3173,85248,0.931
3197,85536,0.9227
3222,85824,0.929
3248,86112,0.9303
3275,86400,0.9326
3301,86688,0.931
3328,86976,0.9345
3351,87264,0.9212
3377,87552,0.9303
3403,87840,0.9315
3430,88128,0.934
3457,88416,0.9345
3484,88704,0.9315
3512,88992,0.9344
3537,89280,0.9302
3568,89568,0.9405
3597,89856,0.9392
3626,90144,0.9379
3656,90432,0.9385
3686,90720,0.9404
3715,91008,0.9379
3744,91296,0.9388
3771,91584,0.9319
3803,91872,0.9451
3833,92160,0.9398
3862,92448,0.9371
3890,92736,0.935
3921,93024,0.9423
3952,93312,0.9419
3983,93600,0.9425
4013,93888,0.9396
4044,94176,0.9421
4073,94464,0.9373
4103,94752,0.9398
4133,95040,0.9423
4163,95328,0.9379
4193,95616,0.9417
4223,95904,0.9396
4256,96192,0.9449
4288,96480,0.9441
4317,96768,0.9384
4347,97056,0.9398
4379,97344,0.9428
4411,97632,0.9447
4441,97920,0.9394
4469,98208,0.9355
4499,98496,0.9394
4532,98784,0.9475
4558,99072,0.9303
4589,99360,0.9405
4621,99648,0.9443
4651,99936,0.94
4680,100224,0.9386
4707,100512,0.9322
4736,100800,0.9377
4770,101088,0.9476
4801,101376,0.9419
4832,101664,0.9415
4862,101952,0.9404
4891,102240,0.9379
4921,102528,0.9394
4951,102816,0.9404
4980,103104,0.9386
5011,103392,0.9419
5044,103680,0.9455
5078,103968,0.9458
5112,104256,0.9472
5143,104544,0.9425
5173,104832,0.9396
5206,105120,0.9456
5237,105408,0.9419
5269,105696,0.9438
5299,105984,0.94
5331,106272,0.9441
5361,106560,0.9396
5391,106848,0.9402
5420,107136,0.9379
5452,107424,0.9439
5486,107712,0.9465
5517,108000,0.9431
5547,108288,0.9392
5576,108576,0.9392
5608,108864,0.9437
5641,109152,0.9439
5672,109440,0.9429
5704,109728,0.9434
5732,110016,0.9371
5764,110304,0.9416
5796,110592,0.9451
5826,110880,0.9398
5857,111168,0.9419
5887,111456,0.9406
5918,111744,0.9401
5948,112032,0.9406
5977,112320,0.9386
6006,112608,0.9375
6035,112896,0.9381
6066,113184,0.9421
6099,113472,0.9445
6127,113760,0.9371
6159,114048,0.9436
6189,114336,0.94
6217,114624,0.9362
6248,114912,0.9405
6277,115200,0.9381
6307,115488,0.9404
6337,115776,0.9404
6360,116064,0.9429
6388,116352,0.9143
6422,116640,0.9463
6455,116928,0.9458
6488,117216,0.9464
6521,117504,0.9451
6552,117792,0.9413
6585,118080,0.946
6614,118368,0.9386
6646,118656,0.9424
6679,118944,0.9472
6711,119232,0.9426
6741,119520,0.94
6771,119808,0.941
6803,120096,0.9432
6834,120384,0.9413
6867,120672,0.9466
6899,120960,0.9426
6932,121248,0.9449
6964,121536,0.9455
6998,121824,0.9471
7030,122112,0.9434
7064,122400,0.9467
7097,122688,0.9447
7122,122976,0.9387
7143,123264,0.8976
7173,123552,0.9402
7204,123840,0.9409
7236,124128,0.9443
7266,124416,0.9406
7299,124704,0.9451
7330,124992,0.9421
7360,125280,0.9404
7390,125568,0.94
7423,125856,0.9449
7456,126144,0.9447
7486,126432,0.941
7516,126720,0.9402
7548,127008,0.943
7578,127296,0.9408
7610,127584,0.9432
7643,127872,0.946
7670,128160,0.9324
7700,128448,0.9417
7732,128736,0.942
7763,129024,0.944
7796,129312,0.9436
7827,129600,0.9417
7860,129888,0.9455
7893,130176,0.9462
7926,130464,0.946
7957,130752,0.9409
7989,131040,0.9436
8018,131328,0.9403
8050,131616,0.9416
8083,131904,0.9456
8112,132192,0.9375
8142,132480,0.9415
8174,132768,0.9424
8208,133056,0.9471
8237,133344,0.9392
8267,133632,0.9394
8296,133920,0.9392
8331,134208,0.9477
8358,134496,0.9329
8387,134784,0.9388
8417,135072,0.939
8447,135360,0.94
8476,135648,0.939
8508,135936,0.9428
8540,136224,0.9436
8573,136512,0.9458
8602,136800,0.9388
8635,137088,0.9464
8668,137376,0.9449
8700,137664,0.9438
8732,137952,0.9428
8761,138240,0.9373
8794,138528,0.9455
8824,138816,0.9415
8856,139104,0.9428
8887,139392,0.9421
8919,139680,0.9443
8953,139968,0.946
8984,140256,0.9427
9019,140544,0.9484
9052,140832,0.9449
9084,141120,0.9441
9117,141408,0.9464
9147,141696,0.9394
9178,141984,0.9427
9210,142272,0.9432
9244,142560,0.9461
9277,142848,0.9473
9305,143136,0.935
9335,143424,0.9396
9367,143712,0.9434
9400,144000,0.9449
9436,144288,0.9502
9467,144576,0.9435
9499,144864,0.9436
9533,145152,0.9456
9565,145440,0.9441
9598,145728,0.947
9628,146016,0.9392
9659,146304,0.9421
9689,146592,0.9387
9721,146880,0.9436
9754,147168,0.9468
9785,147456,0.9405
9816,147744,0.9423
9848,148032,0.9453
9876,148320,0.9344
9906,148608,0.9398
9936,148896,0.9419
9968,149184,0.9416
9998,149472,0.9398
10028,149760,0.9408
10059,150048,0.9417
10091,150336,0.9449
10121,150624,0.9388
10152,150912,0.9417
10189,151200,0.9515
10220,151488,0.9423
10251,151776,0.9417
10280,152064,0.9386
10309,152352,0.9377
10339,152640,0.9404
10375,152928,0.9486
10407,153216,0.9455
10435,153504,0.9355
10467,153792,0.9434
10500,154080,0.9455
10529,154368,0.9373
10564,154656,0.9482
10593,154944,0.9377
10625,155232,0.9441
10660,155520,0.9482
10691,155808,0.9421
10720,156096,0.9401
10753,156384,0.9447
10782,156672,0.9366
10816,156960,0.9476
10849,157248,0.9455
10882,157536,0.9447
10917,157824,0.9486
10947,158112,0.9406
10979,158400,0.9432
11012,158688,0.946
11043,158976,0.9417
11076,159264,0.9464
11109,159552,0.9445
11142,159840,0.9456
11177,160128,0.948
11209,160416,0.9451
11240,160704,0.9417
11269,160992,0.9384
11297,161280,0.9379
11328,161568,0.9399
11360,161856,0.9422
11392,162144,0.9439
11407,162432,0.8746
11428,162720,0.9357
11449,163008,0.8881
11479,163296,0.9402
11508,163584,0.9379
11540,163872,0.943
11568,164160,0.9364
11599,164448,0.9417
11630,164736,0.9413
11660,165024,0.9402
11695,165312,0.9493
11727,165600,0.9445
11758,165888,0.9421
11792,166176,0.9456
11825,166464,0.9451
11856,166752,0.9438
11887,167040,0.9401
11919,167328,0.9447
11951,167616,0.9434
11981,167904,0.94
12015,168192,0.948
12047,168480,0.9432
12081,168768,0.9463
12111,169056,0.94
12144,169344,0.9464
12176,169632,0.9437
12205,169920,0.9366
12238,170208,0.9456
12268,170496,0.9421
12299,170784,0.9407
12332,171072,0.9456
12363,171360,0.9423
12396,171648,0.9447
12428,171936,0.9438
12456,172224,0.9368
12489,172512,0.9451
12521,172800,0.9434
12553,173088,0.9447
12585,173376,0.9424
12619,173664,0.9476
12652,173952,0.9447
12685,174240,0.9456
12715,174528,0.941
12744,174816,0.9381
12777,175104,0.9449
12806,175392,0.9384
12835,175680,0.9366
12867,175968,0.9437
12898,176256,0.9431
12928,176544,0.939
12959,176832,0.9415
12989,177120,0.9402
13017,177408,0.9377
13050,177696,0.9436
13081,177984,0.9438
13112,178272,0.9417
13144,178560,0.9432
13175,178848,0.9427
13207,179136,0.9422
13238,179424,0.9438
13272,179712,0.9456
13303,180000,0.9425
13334,180288,0.9413
13365,180576,0.9425
13396,180864,0.9415
13426,181152,0.9398
13457,181440,0.9429
13490,181728,0.9449
13522,182016,0.9445
13555,182304,0.9443
13590,182592,0.9482
13619,182880,0.9386
13653,183168,0.9471
13683,183456,0.9406
13713,183744,0.9402
13743,184032,0.9406
13775,184320,0.9416
13809,184608,0.9474
13839,184896,0.9415
13870,185184,0.9417
13900,185472,0.939
13931,185760,0.9433
13962,186048,0.9409
13993,186336,0.9423
14026,186624,0.946
14061,186912,0.9477
14092,187200,0.9421
14124,187488,0.9434
14156,187776,0.9443
14187,188064,0.9425
14217,188352,0.939
14249,188640,0.9439
14284,188928,0.9479
14318,189216,0.9472
14352,189504,0.9476
14385,189792,0.9445
14417,190080,0.9445
14447,190368,0.9425
14478,190656,0.9403
14510,190944,0.9436
14541,191232,0.9411
14570,191520,0.9386
14602,191808,0.9434
14634,192096,0.9432
14665,192384,0.9421
14694,192672,0.9379
14726,192960,0.9437
14756,193248,0.9396
14790,193536,0.9471
14819,193824,0.9379
14852,194112,0.9462
14889,194400,0.9507
14921,194688,0.9447
14951,194976,0.9408
14984,195264,0.9437
15014,195552,0.9442
15031,195840,0.8827
15050,196128,0.9444
15079,196416,0.9084
15111,196704,0.9436
15139,196992,0.9373
15170,197280,0.9417
15201,197568,0.9409
15230,197856,0.9371
15260,198144,0.9417
15291,198432,0.9423
15323,198720,0.9424
15357,199008,0.9472
15389,199296,0.9441
15421,199584,0.9432
15453,199872,0.9436
15484,200160,0.9423
15518,200448,0.9463
15548,200736,0.9406
15582,201024,0.9478
15615,201312,0.9462
15650,201600,0.9482
15686,201888,0.9488
15718,202176,0.9434
15749,202464,0.9423
15777,202752,0.9373
15811,203040,0.9456
15841,203328,0.9408
15873,203616,0.9432
15903,203904,0.9415
15934,204192,0.9413
15967,204480,0.9462
15999,204768,0.9422
16028,205056,0.9397
16061,205344,0.9437
16095,205632,0.9476
16127,205920,0.9445
16161,206208,0.9463
16193,206496,0.9443
16223,206784,0.9385
16254,207072,0.9427
16284,207360,0.9413
16314,207648,0.9396
16347,207936,0.9441
16379,208224,0.9451
16410,208512,0.9407
16441,208800,0.9419
16472,209088,0.9419
16505,209376,0.9464
16539,209664,0.9467
16571,209952,0.9432
16601,210240,0.9396
16633,210528,0.9449
16665,210816,0.9439
16695,211104,0.9392
16727,211392,0.9441
16758,211680,0.9423
16788,211968,0.9402
16819,212256,0.9405
16852,212544,0.9456
16882,212832,0.9406
16915,213120,0.9455
16947,213408,0.9432
16976,213696,0.9386
17009,213984,0.9455
17043,214272,0.9465
17060,214560,0.8912
17095,214848,0.9468
17125,215136,0.9404
17158,215424,0.9453
17190,215712,0.9436
17221,216000,0.9433
17251,216288,0.9392
17280,216576,0.9379
17314,216864,0.9478
17349,217152,0.9488
17379,217440,0.9388
17411,217728,0.9437
17442,218016,0.9421
17473,218304,0.9415
17503,218592,0.94
17537,218880,0.9474
17569,219168,0.9434
17602,219456,0.9455
17637,219744,0.9493
17672,220032,0.9482
17707,220320,0.9487
17738,220608,0.9415
17774,220896,0.9503
17811,221184,0.9524
17850,221472,0.953
17888,221760,0.9531
17924,222048,0.949
17960,222336,0.95
17999,222624,0.9535
18037,222912,0.9526
18075,223200,0.9539
18113,223488,0.9518
18152,223776,0.9545
18190,224064,0.9516
18229,224352,0.9543
18270,224640,0.9561
18311,224928,0.9567
18351,225216,0.9541
18383,225504,0.9439
18421,225792,0.9536
18443,226080,0.9551
18455,226368,0.7901
18484,226656,0.9224
18503,226944,0.901
18542,227232,0.9534
18564,227520,0.9142
18579,227808,0.8837
18590,228096,0.8756
18614,228384,0.9047
18627,228672,0.8548
18667,228960,0.9553
18703,229248,0.95
18743,229536,0.9541
18778,229824,0.9491
18818,230112,0.9555
18842,230400,0.9492
18876,230688,0.9268
18918,230976,0.9568
18953,231264,0.9509
18990,231552,0.9497
19028,231840,0.9553
19068,232128,0.9523
19109,232416,0.9563
19150,232704,0.9553
19191,232992,0.9567
19234,233280,0.9576
19273,233568,0.9545
19313,233856,0.9553
19354,234144,0.955
19394,234432,0.9555
19434,234720,0.9545
19474,235008,0.9555
19515,235296,0.9564
19555,235584,0.9552
19596,235872,0.9563
19634,236160,0.9526
19675,236448,0.955
19715,236736,0.9559
19757,237024,0.9573
19799,237312,0.9565
19841,237600,0.9568
19881,237888,0.955
19922,238176,0.9563
19962,238464,0.9553
20002,238752,0.9545
20041,239040,0.9542
20082,239328,0.9558
20124,239616,0.9571
20162,239904,0.953
20203,240192,0.9558
20244,240480,0.9566
20284,240768,0.9548
20325,241056,0.9559
20366,241344,0.9564
20407,241632,0.9556
20447,241920,0.9548
20486,242208,0.9542
20527,242496,0.9566
20567,242784,0.9547
20609,243072,0.9579
20653,243360,0.9581
20696,243648,0.9587
20736,243936,0.9547
20779,244224,0.9577
20821,244512,0.9571
20863,244800,0.9576
20904,245088,0.9558
20943,245376,0.954
20979,245664,0.9505
21020,245952,0.9559
21060,246240,0.955
21100,246528,0.9547
21142,246816,0.9576
21184,247104,0.9573
21224,247392,0.9547
21263,247680,0.954
21305,247968,0.9565
21345,248256,0.9556
21383,248544,0.9521
21420,248832,0.9519
21457,249120,0.9514
21497,249408,0.9544
21538,249696,0.9566
21578,249984,0.9544
21620,250272,0.9576
21661,250560,0.9558
21701,250848,0.9553
21740,251136,0.9545
21780,251424,0.9545
21821,251712,0.9562
21859,252000,0.9525
21903,252288,0.9585
21943,252576,0.955
21984,252864,0.9561
22024,253152,0.9552
22064,253440,0.9558
22104,253728,0.955
22146,254016,0.9571
22187,254304,0.9552
22231,254592,0.9591
22272,254880,0.9567
22313,255168,0.9562
22355,255456,0.9565
22397,255744,0.9577
22437,256032,0.9548
22478,256320,0.9558
22520,256608,0.9568
22542,256896,0.9145
22563,257184,0.9098
22604,257472,0.9556
22643,257760,0.9538
22687,258048,0.9592
22727,258336,0.9547
22766,258624,0.954
22806,258912,0.9553
22844,259200,0.9521
22885,259488,0.9562
22926,259776,0.9564
22967,260064,0.9562
23006,260352,0.9537
23045,260640,0.9546
23085,260928,0.9541
23127,261216,0.957
23170,261504,0.9586
23209,261792,0.9545
23250,262080,0.9558
23295,262368,0.9593
23338,262656,0.9592
23379,262944,0.9553
23417,263232,0.9535
23458,263520,0.9556
23494,263808,0.9493
23536,264096,0.9573
23575,264384,0.9545
23615,264672,0.9544
23656,264960,0.9564
23701,265248,0.9601
23741,265536,0.9547
23782,265824,0.9556
23822,266112,0.9561
23863,266400,0.9559
23902,266688,0.953
23945,266976,0.9586
23984,267264,0.9534
24025,267552,0.9564
24066,267840,0.9556
24106,268128,0.9556
24146,268416,0.9555
24187,268704,0.9559
24227,268992,0.9545
24269,269280,0.9571
24311,269568,0.9568
24352,269856,0.9564
24392,270144,0.9558
24430,270432,0.9536
24473,270720,0.9568
24511,271008,0.9526
24550,271296,0.9538
24593,271584,0.9577
24636,271872,0.9584
24680,272160,0.9587
24720,272448,0.9561
24759,272736,0.9532
24800,273024,0.9561
24842,273312,0.9571
24882,273600,0.9545
24925,273888,0.9581
24965,274176,0.9553
25007,274464,0.9568
25048,274752,0.9566
25089,275040,0.9567
25130,275328,0.955
25172,275616,0.9579
25215,275904,0.9576
25255,276192,0.9553
25296,276480,0.9559
25334,276768,0.9535
25375,277056,0.9553
25415,277344,0.9552
25455,277632,0.9552
25497,277920,0.9565
25538,278208,0.9563
25580,278496,0.9568
25619,278784,0.9543
25660,279072,0.9563
25702,279360,0.9571
25741,279648,0.9542
25784,279936,0.9577
25824,280224,0.9556
25865,280512,0.9558
25906,280800,0.9556
25949,281088,0.959
25994,281376,0.9596
26035,281664,0.9553
26074,281952,0.9543
26117,282240,0.9586
26159,282528,0.957
26199,282816,0.955
26240,283104,0.9558
26282,283392,0.9568
26324,283680,0.9577
26364,283968,0.9542
26405,284256,0.9569
26447,284544,0.9567
26489,284832,0.9574
26532,285120,0.958
26573,285408,0.9563
26614,285696,0.9558
26654,285984,0.9553
26696,286272,0.9571
26741,286560,0.9597
26783,286848,0.958
26821,287136,0.9516
26860,287424,0.954
26901,287712,0.9561
26942,288000,0.9561
26983,288288,0.9559
27024,288576,0.9558
27061,288864,0.9515
27103,289152,0.9573
27144,289440,0.9559
27184,289728,0.9558
27227,290016,0.9574
27268,290304,0.957
27310,290592,0.9567
27354,290880,0.9589
27392,291168,0.9526
27431,291456,0.9534
27471,291744,0.9559
27512,292032,0.9556
27554,292320,0.9567
27593,292608,0.955
27631,292896,0.9515
27675,293184,0.9592
27713,293472,0.9533
27752,293760,0.9537
27789,294048,0.952
27832,294336,0.9576
27872,294624,0.9545
27912,294912,0.9553
27957,295200,0.96
27998,295488,0.9561
28040,295776,0.9576
28081,296064,0.9562
28121,296352,0.955
28161,296640,0.9541
28199,296928,0.9531
28239,297216,0.9548
28280,297504,0.9559
28322,297792,0.9571
28362,298080,0.9548
28402,298368,0.9548
28441,298656,0.9538
28481,298944,0.9558
28523,299232,0.9574
28566,299520,0.9578
28608,299808,0.9564
28645,300096,0.9515
28685,300384,0.9558
28726,300672,0.9553
28769,300960,0.9583
28812,301248,0.9578
28852,301536,0.9559
28894,301824,0.9562
28933,302112,0.9542
28975,302400,0.9582
29016,302688,0.9549
29057,302976,0.9569
29098,303264,0.9559
29138,303552,0.9547
29178,303840,0.9558
29221,304128,0.957
29264,304416,0.9589
29305,304704,0.9558
29348,304992,0.9577
29390,305280,0.9576
29432,305568,0.9573
29471,305856,0.954
29511,306144,0.9547
29551,306432,0.9556
29591,306720,0.9542
29632,307008,0.9563
29673,307296,0.9558
29713,307584,0.9558
29752,307872,0.9534
29794,308160,0.9571
29836,308448,0.9574
29876,308736,0.9547
29916,309024,0.9553
29956,309312,0.9555
29997,309600,0.955
30038,309888,0.9564
30078,310176,0.9548
30119,310464,0.9569
30162,310752,0.9577
30202,311040,0.9548
30242,311328,0.9553
30280,311616,0.9525
30325,311904,0.9597
30364,312192,0.954
30406,312480,0.9571
30445,312768,0.9545
30485,313056,0.9548
30529,313344,0.9584
30570,313632,0.957
30610,313920,0.9542
30651,314208,0.9563
30692,314496,0.9562
30733,314784,0.9564
30775,315072,0.9567
30815,315360,0.955
30856,315648,0.9558
30898,315936,0.957
30942,316224,0.9594
30983,316512,0.9561
31025,316800,0.9579
31066,317088,0.9564
31105,317376,0.9532
31150,317664,0.9597
31188,317952,0.9525
31229,318240,0.9564
31272,318528,0.958
31314,318816,0.9568
31355,319104,0.9561
31399,319392,0.9591
31437,319680,0.9528
31476,319968,0.9543
31516,320256,0.9548
31558,320544,0.957
31600,320832,0.9568
31639,321120,0.9543
31683,321408,0.9588
31724,321696,0.9563
31765,321984,0.9561
31806,322272,0.9563
31848,322560,0.9567
31889,322848,0.9559
31930,323136,0.9564
31969,323424,0.9537
32009,323712,0.9548
32052,324000,0.9592
32096,324288,0.9585
32138,324576,0.9573
32178,324864,0.9558
32220,325152,0.9561
32259,325440,0.9548
32301,325728,0.9565
32344,326016,0.9586
32384,326304,0.9548
32405,326592,0.9083
32444,326880,0.9545
32486,327168,0.9565
32520,327456,0.9482
32556,327744,0.9497
32591,328032,0.9477
32622,328320,0.9425
32663,328608,0.9559
32702,328896,0.9534
32742,329184,0.9556
32785,329472,0.9583
32827,329760,0.9567
32872,330048,0.9601
32914,330336,0.9571
32958,330624,0.9592
32999,330912,0.9561
33042,331200,0.958
33084,331488,0.9571
33125,331776,0.9556
33165,332064,0.955
33206,332352,0.9572
33246,332640,0.9547
33286,332928,0.9545
33325,333216,0.954
33365,333504,0.9545
33405,333792,0.9555
33445,334080,0.9548
33486,334368,0.9564
33527,334656,0.9562
33569,334944,0.9573
33607,335232,0.9525
33648,335520,0.9555
33690,335808,0.9573
33729,336096,0.9537
33768,336384,0.9545
33810,336672,0.9567
33849,336960,0.9535
33887,337248,0.9535
33931,337536,0.9585
33971,337824,0.9563
34012,338112,0.9549
34050,338400,0.9535
34093,338688,0.9577
34135,338976,0.9573
34176,339264,0.9559
34220,339552,0.9589
34261,339840,0.9559
34302,340128,0.9567
34342,340416,0.9553
34382,340704,0.9544
34423,340992,0.9564
34462,341280,0.954
34503,341568,0.9559
34543,341856,0.955
34582,342144,0.9537
34623,342432,0.9564
34663,342720,0.9553
34705,343008,0.9567
34748,343296,0.9577
34790,343584,0.9579
34831,343872,0.9552
34871,344160,0.9558
34911,344448,0.9544
34951,344736,0.955
34993,345024,0.957
35034,345312,0.9561
35076,345600,0.9574
35120,345888,0.9588
35162,346176,0.9571
35202,346464,0.9552
35241,346752,0.9535
35282,347040,0.9566
35325,347328,0.9577
35363,347616,0.9536
35405,347904,0.9564
35444,348192,0.9543
35485,348480,0.9555
35526,348768,0.9567
35569,349056,0.9578
35610,349344,0.9561
35650,349632,0.9552
35692,349920,0.9579
35736,350208,0.9584
35776,350496,0.9547
35819,350784,0.9583
35862,351072,0.9584
35902,351360,0.9552
35945,351648,0.9576
35986,351936,0.9563
36026,352224,0.9553
36068,352512,0.9571
36106,352800,0.9525
36151,353088,0.9596
36191,353376,0.9558
36231,353664,0.955
36274,353952,0.9578
36314,354240,0.9547
36353,354528,0.9546
36395,354816,0.9564
36436,355104,0.9569
36476,355392,0.9541
36517,355680,0.9569
36561,355968,0.9587
36603,356256,0.9568
36646,356544,0.9581
36687,356832,0.9564
36728,357120,0.9558
36769,357408,0.9573
36808,357696,0.9535
36850,357984,0.9563
36889,358272,0.9548
36933,358560,0.9584
36972,358848,0.9545
37014,359136,0.9573
37056,359424,0.9568
37099,359712,0.958
37140,360000,0.9561
37178,360288,0.9523
37218,360576,0.9553
37258,360864,0.9547
37297,361152,0.9546
37336,361440,0.954
37377,361728,0.9552
37416,362016,0.9542
37458,362304,0.9574
37498,362592,0.9547
37539,362880,0.9562
37581,363168,0.9573
37621,363456,0.9544
37659,363744,0.9531
37699,364032,0.9553
37740,364320,0.9555
37780,364608,0.9553
37820,364896,0.9547
37859,365184,0.954
37900,365472,0.9562
37942,365760,0.957
37983,366048,0.9559
38022,366336,0.9548
38063,366624,0.9553
38103,366912,0.9553
38145,367200,0.9568
38185,367488,0.955
38225,367776,0.9547
38266,368064,0.9559
38308,368352,0.958
38352,368640,0.9589
38391,368928,0.9538
38432,369216,0.9561
38470,369504,0.9521
38510,369792,0.955
38550,370080,0.9555
38590,370368,0.9552
38631,370656,0.9552
38673,370944,0.9573
38714,371232,0.957
38756,371520,0.9563
38797,371808,0.9564
38839,372096,0.957
38882,372384,0.9583
38922,372672,0.9552
38967,372960,0.9596
39010,373248,0.9584
39052,373536,0.957
39095,373824,0.9586
39141,374112,0.9603
39182,374400,0.9573
39224,374688,0.9564
39266,374976,0.9568
39309,375264,0.959
39353,375552,0.9582
